371, 79, 14, 10
372, 88, 82, 83
373, 13, 11, 12
374, 12, 85, 13
375,  7, 13, 85
376, 75, 13,  7
377, 98, 76, 97
378, 61, 15,  5
379, 97, 77, 96
380, 96, 77, 78
381, 96, 78, 15
382, 78,  5, 15
383, 95, 59, 94
384, 93, 58, 57
385, 93, 57, 92
386, 92, 57, 56
387, 92, 56, 14
388, 54, 10, 55
389, 54,  4,  9
390, 86, 11, 13
391, 86, 84, 11
392, 87, 83, 84
393, 89, 81, 82
394, 90, 80, 81
395, 91, 79, 80
396, 91, 14, 79
397, 90, 91, 80
398, 89, 90, 81
399, 88, 89, 82
400, 87, 88, 83
401, 86, 87, 84
402, 94, 58, 93
403, 58, 94, 59
404, 59, 95, 60
405, 95, 15, 60
406, 77, 97, 76
407, 76, 98, 75
408, 98, 13, 75
409,  92,  91,  90
410, 252,  90,  89
411, 250,  89,  88
412, 254, 250, 251
413,  86, 251,  87
414,  98, 251,  86
415,  86,  13,  98
416,  95,  96,  15
417, 254, 253, 250
418, 251,  98,  97
419,  92,  14,  91
420,  93,  92,  90
421, 253, 252, 250
422, 253,  94, 252
423, 252,  94,  93
424, 251, 250,  88
425, 251,  88,  87
426, 254,  97,  96
427, 252,  93,  90
428, 252,  89, 250
429, 253,  96,  95
430, 253,  95,  94
431, 254, 251,  97
432, 254,  96, 253
